Daily Flow of Station: A in m3/s
 2011

07/Jul/2011,1280
08/Jul/2011,1425
09/Jul/2011,1495
10/Jul/2011,1555
11/Jul/2011,1802
12/Jul/2011,1644
13/Jul/2011,1593
14/Jul/2011,1567
15/Jul/2011,1603
16/Jul/2011,1530
17/Jul/2011,1580
18/Jul/2011,1555
19/Jul/2011,2851
20/Jul/2011,3680
21/Jul/2011,3021
22/Jul/2011,2658
23/Jul/2011,2365
24/Jul/2011,2120
25/Jul/2011,1723
26/Jul/2011,1778
27/Jul/2011,1606
28/Jul/2011,2040
29/Jul/2011,1720
30/Jul/2011,2710
31/Jul/2011,2619
01/Aug/2011,2546
02/Aug/2011,2494
03/Aug/2011,2320
04/Aug/2011,1993
05/Aug/2011,1800
06/Aug/2011,2903
07/Aug/2011,2143
08/Aug/2011,1857
09/Aug/2011,1741
10/Aug/2011,1628
11/Aug/2011,1575
12/Aug/2011,1550
13/Aug/2011,1587
14/Aug/2011,1530
15/Aug/2011,2117
16/Aug/2011,1832
17/Aug/2011,2645
18/Aug/2011,2143
19/Aug/2011,2582
20/Aug/2011,1988
21/Aug/2011,1626
22/Aug/2011,1567
23/Aug/2011,1532
24/Aug/2011,1483
25/Aug/2011,1408
26/Aug/2011,1280
27/Aug/2011,1246
28/Aug/2011,1197
29/Aug/2011,1179
30/Aug/2011,1179
31/Aug/2011,1124
01/Sep/2011,1115
02/Sep/2011,1094
03/Sep/2011,922
04/Sep/2011,844
05/Sep/2011,799
06/Sep/2011,791
07/Sep/2011,889
08/Sep/2011,713
09/Sep/2011,718
10/Sep/2011,712
11/Sep/2011,736
12/Sep/2011,1133
13/Sep/2011,1085
14/Sep/2011,965
15/Sep/2011,1146
16/Sep/2011,1052
17/Sep/2011,1098
18/Sep/2011,1018
19/Sep/2011,1038
20/Sep/2011,961
21/Sep/2011,935
22/Sep/2011,874
23/Sep/2011,904
24/Sep/2011,993
25/Sep/2011,961
26/Sep/2011,859
27/Sep/2011,780
28/Sep/2011,764
29/Sep/2011,764
30/Sep/2011,715
01/Oct/2011,678
02/Oct/2011,614
03/Oct/2011,606
04/Oct/2011,567
05/Oct/2011,564
06/Oct/2011,544
07/Oct/2011,528
08/Oct/2011,522
09/Oct/2011,529
10/Oct/2011,506
11/Oct/2011,500
12/Oct/2011,487
13/Oct/2011,479
14/Oct/2011,479
15/Oct/2011,476
16/Oct/2011,458
17/Oct/2011,447
18/Oct/2011,432
19/Oct/2011,426
20/Oct/2011,445
21/Oct/2011,436
22/Oct/2011,437
23/Oct/2011,394
24/Oct/2011,393
25/Oct/2011,399
26/Oct/2011,381
27/Oct/2011,367
28/Oct/2011,337
29/Oct/2011,324
30/Oct/2011,297
31/Oct/2011,292
01/Nov/2011,281
02/Nov/2011,276
03/Nov/2011,266
04/Nov/2011,255
05/Nov/2011,255
06/Nov/2011,257
07/Nov/2011,247
08/Nov/2011,250
09/Nov/2011,251
10/Nov/2011,247
11/Nov/2011,247
12/Nov/2011,229
13/Nov/2011,229
14/Nov/2011,229
15/Nov/2011,236
16/Nov/2011,245
17/Nov/2011,231
18/Nov/2011,229
19/Nov/2011,233
20/Nov/2011,227
21/Nov/2011,222
22/Nov/2011,212
23/Nov/2011,220
24/Nov/2011,218
25/Nov/2011,222
26/Nov/2011,213
27/Nov/2011,212
28/Nov/2011,217
29/Nov/2011,219
30/Nov/2011,215
01/Dec/2011,215
02/Dec/2011,218
03/Dec/2011,209
04/Dec/2011,209
05/Dec/2011,206
06/Dec/2011,211
07/Dec/2011,215
08/Dec/2011,217
09/Dec/2011,212
10/Dec/2011,212
11/Dec/2011,221
12/Dec/2011,223
13/Dec/2011,222
14/Dec/2011,227
15/Dec/2011,210
16/Dec/2011,202
17/Dec/2011,204
18/Dec/2011,207
19/Dec/2011,202
20/Dec/2011,204
21/Dec/2011,205
22/Dec/2011,207
23/Dec/2011,208
24/Dec/2011,204
25/Dec/2011,206
26/Dec/2011,202
27/Dec/2011,203
28/Dec/2011,205
29/Dec/2011,207
30/Dec/2011,201
31/Dec/2011,195
